timestamp,cpu_percent,memory
1733480359,0.0,12M
1733480361,0.0,12M
1733480364,0.0,12M
1733480366,0.0,12M
1733480369,0.0,12M
1733480371,0.0,12M
1733480373,0.0,12M
1733480376,0.0,12M
1733480378,0.0,12M
1733480380,0.0,12M
1733480383,0.0,12M
1733480385,0.0,12M
1733480387,0.0,12M
1733480390,0.0,12M
1733480392,0.0,12M
1733480394,0.0,12M
1733480397,0.0,12M
1733480399,0.0,12M
1733480401,0.0,12M
1733480404,0.0,12M
1733480406,0.0,12M
1733480409,0.0,12M
1733480411,0.0,12M
1733480413,0.0,12M
1733480416,0.0,12M
1733480418,0.0,12M
1733480420,0.0,12M
1733480423,0.0,12M
1733480425,0.0,12M
1733480427,0.0,12M
1733480430,0.0,12M
1733480432,0.0,12M
1733480435,0.0,12M
1733480437,0.0,12M
1733480439,0.0,12M
1733480442,0.0,12M
1733480444,0.0,12M
1733480446,0.0,12M
1733480449,0.0,12M
1733480451,0.0,12M
1733480454,0.0,12M
1733480456,0.0,12M
1733480458,0.0,12M
1733480461,0.0,12M
1733480463,0.0,12M
1733480465,0.0,12M
1733480468,0.0,12M
